Reaction ID	Reaction Name	Equation	Compartment	Pathway	Pathway index	E.C number	Vc/Vo=inf	Vc/Vo=1000	Vc/Vo=160	Vc/Vo=80	Vc/Vo=40	Vc/Vo=20	Vc/Vo=10	Vc/Vo=5	Vc/Vo=3	Vc/Vo=2
SUPEROX_DISMUT_RXN_c2	SUPEROX-DISMUT-RXN:Superoxide dismutase	2.0 PROTON_c2 + 2.0 SUPER_OXIDE_c2 --> HYDROGEN_PEROXIDE_c2 + OXYGEN_MOLECULE_c2	c2	removal of superoxide radicals	109	1.15.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUPEROX_DISMUT_RXN_c1	SUPEROX-DISMUT-RXN:Superoxide dismutase	2.0 PROTON_c1 + 2.0 SUPER_OXIDE_c1 --> HYDROGEN_PEROXIDE_c1 + OXYGEN_MOLECULE_c1	c1	removal of superoxide radicals	109	1.15.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAL_PROTON_vc2	MAL_PROTON_vc	MAL_c2 + 1.44 PROTON_v2 --> 0.56 aMAL_v2 + 0.44 aaMAL_v2	c2v2	Intracellular transport	115	NA	14.7796201539	14.7638266936	14.6812052529	14.5834863319	14.3901071061	14.0116152691	13.2854604003	11.9433806798	10.3538091606	8.63124958008
H2O_xc1	H2O_xc	WATER_x1 <=> WATER_c1	c1x1	Intracellular transport	115	NA	0.0	0.014799107584	0.092218720893	0.183785280469	0.364989393456	0.719833600587	1.40074035033	2.65823549462	4.14762426659	5.76170318094
SERINE_O_ACETTRAN_RXN_c2	SERINE-O-ACETTRAN-RXN:Serine O-acetyltransferase	ACETYL_COA_c2 + SER_c2 --> ACETYLSERINE_c2 + CO_A_c2	c2		116	2.3.1.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERINE_O_ACETTRAN_RXN_c1	SERINE-O-ACETTRAN-RXN:Serine O-acetyltransferase	ACETYL_COA_c1 + SER_c1 --> ACETYLSERINE_c1 + CO_A_c1	c1		116	2.3.1.30	0.000398429549112	0.000397882316663	0.000395019541032	0.000391633648178	0.000384933192095	0.000371810850653	0.000346628278748	0.000300130127224	0.000245057290473	0.000185372056985
6PGLUCONOLACT_RXN_c2	6PGLUCONOLACT-RXN:NIL	D_6_P_GLUCONO_DELTA_LACTONE_c2 + WATER_c2 --> CPD_2961_c2 + PROTON_c2	c2	Pentose phosphate pathway	5	3.1.1.31	0.44905943415	0.449398471974	0.451172104412	0.453269834087	0.457421101173	0.465642721437	0.481028113783	0.509852780572	0.543992980052	0.580930543329
Ca_tx1	Ca_tx	 <=> CAII_e1	e1	Nutrient uptake	113	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6PGLUCONOLACT_RXN_c1	6PGLUCONOLACT-RXN:NIL	D_6_P_GLUCONO_DELTA_LACTONE_c1 + WATER_c1 --> CPD_2961_c1 + PROTON_c1	c1	Pentose phosphate pathway	5	3.1.1.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ca_tx2	Ca_tx	 <=> CAII_e2	e2	Nutrient uptake	113	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN66_1_c2	RXN66-1:NIL	ETOH_c2 + HYDROGEN_PEROXIDE_c2 --> ACETALD_c2 + 2.0 WATER_c2	c2	oxidative ethanol degradation	49	1.11.1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN66_1_c1	RXN66-1:NIL	ETOH_c1 + HYDROGEN_PEROXIDE_c1 --> ACETALD_c1 + 2.0 WATER_c1	c1	oxidative ethanol degradation	49	1.11.1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLY_xc2	GLY_xc	GLY_x2 <=> GLY_c2	x2c2	Intracellular transport	115	NA	0.0	0.0	0.0	0.0	0.0	4.18610458797e-16	0.0	0.0	0.0	0.0
GLY_xc1	GLY_xc	GLY_x1 <=> GLY_c1	c1x1	Intracellular transport	115	NA	0.00925002707801	0.0240364299945	0.101389580482	0.192877532433	0.373926086174	0.728465642172	1.40785559874	2.66439627416	4.15265456447	5.76550831836
RXN_9653_p2	RXN-9653:3-oxoacyl-[acyl-carrier protein] synthase	Dodecanoyl_ACPs_p2 + MALONYL_COA_p2 + PROTON_p2 --> 3_oxo_myristoyl_ACPs_p2 + CARBON_DIOXIDE_p2 + CO_A_p2	p2	NA	20	2.3.1.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUCROSE_PROTON_rev_vc1	SUCROSE_PROTON_rev_vc	PROTON_v1 + SUCROSE_v1 --> PROTON_c1 + SUCROSE_c1	v1c1		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN_9653_p1	RXN-9653:3-oxoacyl-[acyl-carrier protein] synthase	Dodecanoyl_ACPs_p1 + MALONYL_COA_p1 + PROTON_p1 --> 3_oxo_myristoyl_ACPs_p1 + CARBON_DIOXIDE_p1 + CO_A_p1	p1	NA	20	2.3.1.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADPPHOSPHAT_RXN_c1	NADPPHOSPHAT-RXN:NIL	NADP_c1 + 0.3 PROTON_c1 + WATER_c1 --> NAD_c1 + 0.7 Pi_c1 + 0.3 aPi_c1	c1	NAD/NADH phosphorylation and dephosphorylation	106	3.1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADPPHOSPHAT_RXN_c2	NADPPHOSPHAT-RXN:NIL	NADP_c2 + 0.3 PROTON_c2 + WATER_c2 --> NAD_c2 + 0.7 Pi_c2 + 0.3 aPi_c2	c2	NAD/NADH phosphorylation and dephosphorylation	106	3.1.3	0.0	0.0	0.0	0.0	0.0	0.0	1.33226762955e-15	4.4408920985e-16	0.0	0.0
SUCROSE_PROTON_rev_vc2	SUCROSE_PROTON_rev_vc	PROTON_v2 + SUCROSE_v2 --> PROTON_c2 + SUCROSE_c2	c2v2		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRO_PROTON_vc2	PRO_PROTON_vc	PROTON_v2 + PRO_c2 --> PROTON_c2 + PRO_v2	c2v2		116	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYRUVATE_PROTON_mc2	PYRUVATE_PROTON_mc	PROTON_m2 + PYRUVATE_m2 <=> PROTON_c2 + PYRUVATE_c2	c2m2	Intracellular transport	115	NA	-1.54377656318	-1.54268030806	-1.53694539146	-1.53016252908	-1.51673969692	-1.49017706167	-1.43944679083	-1.34637319416	-1.23613597339	-1.11666664043
CYTOCHROME_C_OXIDASE_RXN_mi1	CYTOCHROME-C-OXIDASE-RXN:Cytochrome-c oxidase	4.0 Cytochromes_C_Reduced_mi1 + OXYGEN_MOLECULE_m1 + 8.0 PROTON_m1 --> 4.0 Cytochromes_C_Oxidized_mi1 + 4.0 PROTON_i1 + 2.0 WATER_m1	i1mi1m1	Mitochondrial electron transport chain	3	1.9.3.1	8.55829536258	8.5522272364	8.52048262073	8.4829372867	8.40863757532	8.26317459044	7.98393145504	7.46831848374	6.85762175571	6.19589527487
SUC_FUM_mc1	SUC_FUM_mc	FUM_c1 + SUC_m1 <=> FUM_m1 + SUC_c1	c1m1	Intracellular transport	115	NA	0.000597644323665	0.0	0.000592529311547	0.00058745047215	0.0	0.00055771627598	0.000519942418011	0.000450195190837	0.000367585935709	0.000324401099526
O2_mc1	O2_mc	OXYGEN_MOLECULE_m1 <=> OXYGEN_MOLECULE_c1	c1m1	Intracellular transport	115	NA	-8.55829536258	-8.5522272364	-8.52048262073	-8.4829372867	-8.40863757532	-8.26317459044	-7.98393145504	-7.46831848374	-6.85762175571	-6.19589527487
